# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.6190909861362798,0.8286498370602938,1.5483994454048333,-4.963772468403854,126.61108244643638,-39.34145441197052,0.5181041457498703,1.930113874214739,45.42789983170035,15.415168719332561
 0.6218350927253948,0.8328614371265077,1.5347800566202117,-4.963141314788995,126.73572948529574,-39.32754326589132,0.5222601441592967,1.9147545742931245,45.42354125520635,-1.5883408141981852
 0.6246209990823668,0.8370986753972481,1.5209550242549876,-4.962489974088959,126.86213808174902,-39.313632119812134,0.5260587273700709,1.900928447664593,45.374316382503785,-17.669248853026424
 0.62745011508706,0.8413619197247112,1.5069174683508413,-4.9618170060399684,126.99024439704064,-39.29972097373294,0.5295076230959102,1.8885469375364767,45.28139357987214,-32.845172300287025
 0.6303239235925754,0.8456515391799583,1.4926601570753257,-4.9611208430042515,127.11998517618837,-39.28580982765375,0.532614678862932,1.8775299286434972,45.14593748982018,-47.13469592423882
 0.6332439861511744,0.8499679040524373,1.4781754794150426,-4.960399775555725,127.2512977803229,-39.271898681574555,0.5353878456429535,1.8678048225003845,44.96910648296045,-60.5572666034164
 0.6362119493370534,0.8543113858484923,1.463455415053831,-4.959651936131418,127.38412021723701,-39.25798753549537,0.5378351628322222,1.8593057299080875,44.75205000723848,-73.13314287544927
 0.6392295517442126,0.8586823572888745,1.4484915010712434,-4.9588752802841345,127.51839117048148,-39.24407638941617,0.5399647447187529,1.8519727626307567,44.49590606301438,-84.88326481196077
 0.6422986317501357,0.8630811923053208,1.4332747950385123,-4.958067565317277,127.65405002697699,-39.230165243336984,0.5417847648307365,1.8457514218075481,44.20179866073889,-95.82917411989331
 0.6454211361507268,0.867508266036195,1.4177958340222467,-4.957226325553019,127.79103690292789,-39.21625409725779,0.5433034434938299,1.840592052149135,43.87083519400779,-105.99295445938847
 0.6485991297896402,0.8719639548212668,1.4020445889234898,-4.956348844091047,127.92929266835864,-39.20234295117859,0.5445290328861836,1.8364493711192402,43.504103890536236,-115.39711690453677
 0.651834806326227,0.8764486361956444,1.3860104134847453,-4.955432119818179,128.0687589700014,-39.188431805099405,0.5454698058738355,1.8332820428034748,43.10267113098713,-124.06455188272585
 0.655130500311773,0.8809626888829022,1.3696819871794002,-4.954472829381994,128.20937825283715,-39.17452065902021,0.5461340430666249,1.831052307936801,42.66757880205991,-132.01842490092397
 0.6584887007744501,0.885506492787432,1.353047251058848,-4.95346728268008,128.3510937800827,-39.16060951294102,0.5465300199969477,1.829725657166252,42.19984149861256,-139.28212703373845
 0.6619120665508095,0.8900804289860719,1.3360933354612474,-4.952411370902493,128.49384965161258,-39.14669836686183,0.5466659976015132,1.8292705315265283,41.70044361479369,-145.87920673494713
 0.6654034436472915,0.8946848797190279,1.3188064782791553,-4.951300505325098,128.63759082131648,-39.13278722078264,0.5465502098026429,1.8296580662938469,41.17033644080553,-151.83326215959192
 0.6689658849713767,0.8993202283801357,1.30117193222775,-4.950129545202862,128.78226311258862,-39.118876074703444,0.5461908540474608,1.8308618545873818,40.61043484254154,-157.16794954027367
 0.6726026728413487,0.9039868595064943,1.2831738592425734,-4.948892712105045,128.92781323282725,-39.104964928624256,0.5455960811091329,1.8328577396800891,40.02161397435413,-161.9068500115555
 0.6763173447699038,0.9086851587675098,1.2647952097462818,-4.9475834877941125,129.07418878641084,-39.09105378254506,0.5447739859860448,1.8356236269064736,39.40470555647458,-166.073459445315
 0.6801137231247997,0.91341551295337,1.2460175840376542,-4.946194492024655,129.22133828630177,-39.07714263646587,0.543732598480264,1.839139317368512,38.76049385361114,-169.69112207497943
 0.6839959494058748,0.9181783099630033,1.2268210724477184,-4.944717334874004,129.3692111645515,-39.06323149038668,0.5424798757563947,1.8433863534673471,38.08971130059714,-172.78296123126339
 0.68796852405061,0.9229739387915427,1.2071840701331837,-4.943142438005355,129.517757781408,-39.04932034430749,0.5410236936771596,1.848347885105234,37.39303352130906,-175.3718536696034
